match_id,end_of_game_result,game_mode,game_name,duration_sec,game_version,win,game_ended_in_early_surrender,championName,lane,champ_level,gold_earned,items_purchased,items,item_names,item_icons,vision_score,damage_dealt,damage_dealt_to_champion,damage_dealt_to_buildings,damage_dealt_to_objectives,damage_dealt_to_turrets,damage_taken,minions_killed,baron_kills,dragon_kills,first_bloodKill,first_tower_kill,kills,solo_kills,double_kills,triple_kills,quadra_kills,penta_kills,largest_multi_kill,kill_participation,deaths,assists
KR_7784668837,GameComplete,CLASSIC,teambuilder-match-7784668837,1289,15.17.706.7412,True,False,Ryze,MIDDLE,14,11375,25,1058;6657;2420;3040;1056;3171;3364,,,,134606,,5602,13628,5602,19096,176,0,0,True,True,9,2,1,0,0,0,2,0.6923076923076923,2,9
KR_7784657896,Abort_TooFewPlayers,PRACTICETOOL,teambuilder-match-7784657896,64,15.17.706.7412,False,False,Lucian,NONE,18,30500,6,3508;3031;6675;3158;6672;3071;3340,,,,47299,,0,0,0,0,0,0,0,False,False,0,,0,0,0,0,0,,0,0
KR_7784649879,Abort_TooFewPlayers,PRACTICETOOL,teambuilder-match-7784649879,121,15.17.706.7412,False,False,Lucian,NONE,18,30586,7,3508;3031;6675;3158;6672;3071;3340,,,,45494,,0,0,0,44,3,0,0,False,False,0,,0,0,0,0,0,,0,0
KR_7784636753,Abort_TooFewPlayers,PRACTICETOOL,teambuilder-match-7784636753,232,15.17.706.7412,False,False,Yone,NONE,18,31065,6,3006;3153;6673;3031;3091;3032;3340,,,,61282,,0,0,0,36,15,0,0,False,False,0,,0,0,0,0,0,,0,0
KR_7784592144,GameComplete,CLASSIC,teambuilder-match-7784592144,1720,15.17.706.7412,True,False,Yone,MIDDLE,16,13010,28,6673;3153;1018;1037;3006;3364,,,,181227,,6627,16600,6627,30250,228,0,0,False,False,2,0,0,0,0,0,1,0.5,4,10
KR_7784577394,Abort_TooFewPlayers,PRACTICETOOL,teambuilder-match-7784577394,128,15.17.706.7412,False,False,Ambessa,NONE,18,30621,6,6692;3161;3047;6333;3071;6699;3340,,,,23829,,0,0,0,0,4,0,0,False,False,0,,0,0,0,0,0,,0,0
KR_7784564895,Abort_TooFewPlayers,PRACTICETOOL,teambuilder-match-7784564895,80,15.17.706.7412,False,False,Ambessa,NONE,6,500,2,1055;2003;3340,,,,6422,,0,0,0,0,0,0,0,False,False,0,,0,0,0,0,0,,0,0
KR_7784499494,GameComplete,CLASSIC,teambuilder-match-7784499494,1419,15.17.706.7412,True,False,Ambessa,MIDDLE,15,9492,26,3071;6692;3047;2019;1055;3364,,,,124145,,1932,3833,1932,20220,199,0,0,True,False,2,0,1,0,0,0,2,0.5,2,10
KR_7784436878,GameComplete,CLASSIC,teambuilder-match-7784436878,1008,15.17.706.7412,True,False,TwistedFate,NONE,12,9906,19,6657;3100;3086;3158;1056;1082;3340,,,,87094,,5110,5110,5110,9529,154,0,0,False,True,7,0,2,0,0,0,2,0.4,1,1
KR_7784367402,GameComplete,CHERRY,teambuilder-match-7784367402,1675,15.17.706.7412,True,False,Vex,TOP,18,24915,24,223146;223089;223124;4010;447101;223115;3348,,,,208528,,0,0,0,42163,2,0,0,False,False,15,1,1,0,0,0,2,0.23809523809523808,10,5
KR_7784223365,GameComplete,CHERRY,teambuilder-match-7784223365,1433,15.17.706.7412,True,False,Orianna,TOP,18,23850,23,223102;224629;444636;223135;224633;223089;3348,,,,155962,,0,0,0,35638,0,0,0,False,False,16,2,3,0,0,0,2,0.2823529411764706,3,8
KR_7783698666,GameComplete,CHERRY,teambuilder-match-7783698666,1501,15.17.706.7412,True,False,Corki,TOP,18,21610,16,447107;443069;443056;446691;443060;223031;3348,,,,298801,,0,0,0,75310,0,0,0,False,False,14,1,3,0,0,0,2,0.2564102564102564,12,6
KR_7783651134,Abort_TooFewPlayers,PRACTICETOOL,teambuilder-match-7783651134,552,15.17.706.7412,False,False,Lucian,NONE,18,21684,6,3508;3031;6675;3158;6672;3071;3340,,,,179551,,0,0,0,57,12,0,0,False,False,0,,0,0,0,0,0,,0,0
KR_7783590497,Abort_TooFewPlayers,PRACTICETOOL,teambuilder-match-7783590497,355,15.17.706.7412,False,False,Lucian,NONE,18,31664,7,3508;3031;6675;3158;6672;3071;3340,,,,247032,,0,0,0,166,36,0,0,False,False,0,,0,0,0,0,0,,0,0
KR_7781860650,GameComplete,CLASSIC,teambuilder-match-7781860650,911,15.16.706.7476,True,False,Galio,NONE,11,7949,16,4633;1082;3158;1056;6664;3340,,,,64399,,3369,5160,3369,8904,138,0,0,False,False,5,0,1,0,0,0,2,0.4117647058823529,0,2
KR_7781823958,GameComplete,CHERRY,teambuilder-match-7781823958,1503,15.16.706.7476,False,False,Ekko,JUNGLE,15,11000,6,443054;223111;443064;222504;222502;228020;3348,,,,89207,,0,0,0,32768,0,0,0,False,False,4,0,1,0,0,0,2,0.28125,6,5
KR_7781793126,GameComplete,CLASSIC,teambuilder-match-7781793126,1919,15.16.706.7476,True,False,Azir,MIDDLE,18,13535,26,3135;3115;2420;3175;1056;3116;3363,,,,167642,,4610,12944,4610,31822,206,0,0,True,False,6,0,2,0,0,0,2,0.6857142857142857,9,18
KR_7781711840,GameComplete,CLASSIC,teambuilder-match-7781711840,1466,15.16.706.7476,True,False,Ambessa,MIDDLE,15,10359,20,3047;3155;1028;3071;1054;6692;3340,,,,91445,,2307,2307,2307,23560,159,0,0,False,False,6,0,0,0,0,0,1,0.5,5,8
KR_7781665707,GameComplete,CLASSIC,teambuilder-match-7781665707,950,15.16.706.7476,False,False,Yone,NONE,9,5501,17,2031;3006;2055;3153;1054;3340,,,,45420,,1044,1044,1044,16067,92,0,0,False,False,3,0,0,0,0,0,1,0.8,8,1
KR_7781435602,GameComplete,CHERRY,teambuilder-match-7781435602,1551,15.16.706.7476,False,False,Nami,MIDDLE,15,9510,6,223157;223020;447105;224646;224645;223089;3348,,,,60720,,0,0,0,24905,1,0,0,False,False,5,1,1,0,0,0,2,0.25806451612903225,6,3
KR_7781381669,GameComplete,CHERRY,teambuilder-match-7781381669,1301,15.16.706.7476,True,False,Malphite,JUNGLE,18,16250,12,226665;443054;447122;223075;222502;223068;3348,,,,177394,,0,0,0,54969,0,0,0,False,False,8,3,0,0,0,0,1,0.20512820512820512,5,8
KR_7780382103,GameComplete,CLASSIC,teambuilder-match-7780382103,1745,15.16.706.7476,False,False,Azir,TOP,16,13372,23,2055;3116;2421;3175;3115;3135;3363,,,,175345,,5491,12181,5491,20025,247,0,0,False,False,6,1,1,1,0,0,3,0.6521739130434783,6,9
KR_7780330745,GameComplete,CHERRY,teambuilder-match-7780330745,1248,15.16.706.7476,False,False,Elise,JUNGLE,11,4274,3,2050;444637;4010;223020;3348,,,,19461,,0,0,0,16664,0,0,0,False,False,1,0,0,0,0,0,1,0.2,5,3
KR_7777078812,GameComplete,CLASSIC,teambuilder-match-7777078812,1845,15.16.706.7476,True,False,Viego,MIDDLE,17,13338,25,6610;3153;1037;3036;3111;3364,,,,163694,,3117,8416,3117,37641,239,0,0,False,False,5,0,1,0,0,0,2,0.5263157894736842,6,15
KR_7776968823,GameComplete,CLASSIC,teambuilder-match-7776968823,2023,15.16.706.7476,True,False,Aurora,TOP,18,15539,27,6653;3158;8010;3089;4645;1082;3363,,,,185046,,3729,5489,3729,33648,271,0,0,False,False,8,0,0,0,0,0,1,0.5675675675675675,5,13
KR_7776807199,GameComplete,CHERRY,teambuilder-match-7776807199,1602,15.16.706.7476,True,False,Maokai,TOP,18,18500,21,226665;443061;228001;223068;228020;223111;3348,,,,85378,,0,0,0,97459,0,0,0,False,False,6,1,0,0,0,0,1,0.27631578947368424,4,15
KR_7775962247,GameComplete,CHERRY,teambuilder-match-7775962247,1538,15.16.706.7476,True,False,Pantheon,BOTTOM,18,15961,12,226694;223047;447103;226610;447101;223153;3348,,,,123630,,0,0,0,50860,1,0,0,False,False,5,0,1,0,0,0,2,0.2597402597402597,6,15
KR_7775213491,GameComplete,CHERRY,teambuilder-match-7775213491,1394,15.16.704.6097,True,False,Fizz,TOP,17,13018,6,447104;223158;447113;224646;444637;224645;3348,,,,87671,,0,0,0,36739,0,0,0,True,False,10,1,2,0,0,0,2,0.19696969696969696,5,3
KR_7773625998,GameComplete,CLASSIC,teambuilder-match-7773625998,1797,15.16.704.6097,True,False,Azir,MIDDLE,17,13808,23,2055;3115;2421;3175;3165;3116;3363,,,,185922,,7667,16335,7667,26205,259,0,0,False,True,5,1,0,0,0,0,1,0.4117647058823529,5,9
KR_7773596438,GameComplete,CHERRY,teambuilder-match-7773596438,1602,15.16.704.6097,False,False,Riven,MIDDLE,14,9250,5,223177;226610;443064;223071;447111;226333;3348,,,,90870,,0,0,0,39002,0,0,0,False,False,6,0,0,0,0,0,1,0.23333333333333334,7,1
KR_7773556734,GameComplete,CHERRY,teambuilder-match-7773556734,1421,15.16.704.6097,True,False,LeeSin,BOTTOM,17,11000,9,226694;223111;446691;226701;226696;226695;3348,,,,203068,,0,0,0,42587,0,0,0,False,False,9,0,3,0,0,0,2,0.21311475409836064,6,4
KR_7773499923,GameComplete,CHERRY,teambuilder-match-7773499923,1477,15.16.704.6097,True,False,Sylas,TOP,18,23783,26,444637;447104;443056;223089;224633;4015;3348,,,,152482,,0,0,0,77075,0,0,0,False,False,12,3,3,0,0,0,2,0.25333333333333335,4,7
KR_7772743964,GameComplete,CHERRY,teambuilder-match-7772743964,1345,15.16.704.6097,True,False,Yasuo,BOTTOM,18,21700,22,223036;223006;223139;226673;443054;223031;3348,,,,241209,,0,0,0,67209,4,0,0,False,False,12,1,1,0,0,0,2,0.375,2,12
KR_7772272701,GameComplete,CLASSIC,teambuilder-match-7772272701,1468,15.16.704.6097,False,False,Corki,MIDDLE,14,10267,21,3042;3078;3111;1055;3086;3363,,,,133730,,2451,2756,2451,26278,190,0,0,False,False,3,1,0,0,0,0,1,0.5294117647058824,10,6
KR_7772228911,GameComplete,CLASSIC,teambuilder-match-7772228911,1547,15.16.704.6097,True,False,Ambessa,MIDDLE,15,11947,31,3071;6692;2021;1037;1054;3173;3364,,,,146180,,5014,10474,5014,21143,191,0,0,True,False,7,0,0,0,0,0,1,0.5172413793103449,2,8
KR_7772174912,GameComplete,CLASSIC,teambuilder-match-7772174912,1894,15.16.704.6097,False,False,Sylas,MIDDLE,18,13492,26,3152;4633;3157;1058;3171;3364,,,,216669,,2159,6855,2159,31906,310,0,0,False,False,3,1,0,0,0,0,1,0.30434782608695654,3,4
KR_7772134029,GameComplete,CHERRY,teambuilder-match-7772134029,1521,15.16.704.6097,True,False,Varus,TOP,18,21411,22,224403;223156;224401;223124;223153;223302;3348,,,,292955,,0,0,0,44556,0,0,0,False,False,7,3,1,0,0,0,2,0.25,7,10
KR_7772085755,GameComplete,CHERRY,teambuilder-match-7772085755,1773,15.16.704.6097,False,False,Rengar,MIDDLE,17,14103,19,443060;223111;2049;3348,,,,111581,,0,0,0,29088,0,0,0,False,False,5,1,0,0,0,0,1,0.21739130434782608,7,5
KR_7772047915,GameComplete,CHERRY,teambuilder-match-7772047915,1652,15.16.704.6097,False,False,Milio,MIDDLE,13,7000,5,223158;2049;447108;224646;226655;223089;3348,,,,40976,,0,0,0,16736,0,0,0,False,False,1,0,0,0,0,0,1,0.07894736842105263,7,2
KR_7770858728,GameComplete,CHERRY,teambuilder-match-7770858728,1466,15.16.704.6097,False,False,FiddleSticks,TOP,15,9550,8,443064;223135;228002;223020;2050;3330,,,,66835,,0,0,0,32459,1,0,0,False,False,6,0,0,0,0,0,1,0.27586206896551724,6,2
KR_7770816906,GameComplete,CLASSIC,teambuilder-match-7770816906,1621,15.16.704.6097,False,False,Yone,MIDDLE,15,11019,21,3153;3006;6670;6673;1054;1028;3364,,,,154664,,491,3234,491,30852,217,0,0,False,False,2,2,0,0,0,0,1,0.5,4,3
KR_7770759050,GameComplete,CLASSIC,teambuilder-match-7770759050,2078,15.16.704.6097,True,False,Ambessa,MIDDLE,18,15865,31,6692;3047;3071;3161;6333;3364,,,,215815,,8223,21365,8223,40525,234,0,1,False,False,7,1,1,0,0,0,2,0.48936170212765956,7,16
KR_7770693785,GameComplete,CLASSIC,teambuilder-match-7770693785,1567,15.16.704.6097,False,False,Ambessa,MIDDLE,13,8784,26,3071;6692;1028;1001;1054;1028;3340,,,,82903,,1186,2516,1186,24845,168,0,0,False,False,2,0,0,0,0,0,1,0.5882352941176471,5,8
KR_7770608442,GameComplete,CLASSIC,teambuilder-match-7770608442,2229,15.16.704.6097,True,False,Yasuo,MIDDLE,18,15064,24,3031;3153;3140;1057;6673;3172;3364,,,,252663,,3907,35795,3907,38169,244,0,0,False,False,6,3,0,0,0,0,1,0.2727272727272727,7,6
KR_7769808347,GameComplete,CHERRY,teambuilder-match-7769808347,1413,15.16.704.6097,True,False,Irelia,BOTTOM,18,25450,21,447114;447112;447116;443059;447103;223153;3348,,,,120629,,0,0,0,36696,0,0,0,False,False,14,0,2,0,0,0,2,0.3194444444444444,3,9
KR_7769387063,GameComplete,CLASSIC,teambuilder-match-7769387063,1549,15.16.704.6097,False,False,Zed,JUNGLE,13,8938,28,3071;6692;1028;3158;3364,,,,173805,,0,5860,0,26514,11,0,0,False,False,3,1,0,0,0,0,1,0.5882352941176471,4,7
KR_7769355024,GameComplete,CLASSIC,teambuilder-match-7769355024,911,15.16.704.6097,False,False,Akshan,NONE,9,4168,13,2031;1053;1037;1001;1055;1043;3340,,,,34882,,12,12,12,12805,97,0,0,False,False,0,0,0,0,0,0,0,0.125,6,1
KR_7769309611,GameComplete,CLASSIC,teambuilder-match-7769309611,1864,15.16.704.6097,False,False,Qiyana,JUNGLE,16,13264,30,3134;6694;3142;6701;3158;2021;3364,,,,241465,,0,13038,0,38169,24,0,1,False,False,9,0,0,0,0,0,1,0.59375,6,10
KR_7769254689,GameComplete,CLASSIC,teambuilder-match-7769254689,2221,15.16.704.6097,False,False,Akali,MIDDLE,18,15920,27,3152;2055;3157;4645;3135;3020;3364,,,,215625,,3540,4629,3540,38037,305,0,0,False,False,7,3,0,0,0,0,1,0.44,7,4
KR_7769196486,GameComplete,CLASSIC,teambuilder-match-7769196486,1404,15.16.704.6097,True,False,TwistedFate,MIDDLE,18,18251,24,6657;3171;3157;3100;3137;3094;3363,,,,173908,,11549,11991,11549,17523,226,0,0,False,True,13,4,2,2,0,0,3,0.6363636363636364,2,8
KR_7768846568,GameComplete,CLASSIC,teambuilder-match-7768846568,2940,15.16.704.6097,False,False,Zed,JUNGLE,18,19627,33,3071;6333;2501;3053;3158;3161;3364,,,,491166,,148,22415,148,84391,14,2,2,False,False,9,0,0,0,0,0,1,0.5714285714285714,13,15
KR_7768756827,GameComplete,CLASSIC,teambuilder-match-7768756827,1308,15.16.704.6097,True,False,Zed,JUNGLE,14,11455,21,3161;6692;3171;3071;1036;1036;3364,,,,195405,,650,26043,650,19124,33,0,2,False,False,12,1,2,0,0,0,2,0.59375,1,7
KR_7768667208,GameComplete,CHERRY,teambuilder-match-7768667208,1377,15.16.704.6097,True,False,Volibear,TOP,18,17255,23,443063;2050;3348,,,,107654,,0,0,0,39992,0,0,0,False,False,3,0,0,0,0,0,1,0.22388059701492538,8,12
KR_7761913584,GameComplete,CLASSIC,teambuilder-match-7761913584,937,15.16.704.3186,True,False,Galio,NONE,11,5837,14,2031;3111;1028;2022;1056;3211;3340,,,,57169,,669,669,669,9701,132,0,0,False,False,0,0,0,0,0,0,0,0.4,1,6
KR_7761837683,GameComplete,CLASSIC,teambuilder-match-7761837683,1598,15.16.704.3186,True,False,Taliyah,MIDDLE,16,12998,18,1026;3040;3157;1082;4630;3175;3363,,,,138480,,3513,6683,3513,16646,197,0,0,False,False,10,2,2,0,0,0,2,0.5588235294117647,6,9
KR_7761630871,GameComplete,CLASSIC,teambuilder-match-7761630871,1784,15.16.704.3186,False,False,Azir,MIDDLE,16,12755,23,3115;3173;3157;3116;1056;1082;3363,,,,164837,,5283,5628,5283,27930,217,0,0,False,True,6,2,0,0,0,0,1,0.4166666666666667,7,9
KR_7761347007,GameComplete,CHERRY,teambuilder-match-7761347007,1567,15.16.704.3186,True,False,Hwei,TOP,17,10835,8,226655;223020;447108;4010;224629;223089;3348,,,,166771,,0,0,0,20879,1,0,0,False,False,9,2,1,0,0,0,2,0.17333333333333334,6,4
KR_7760768399,GameComplete,CHERRY,teambuilder-match-7760768399,1431,15.16.704.3186,True,False,Ahri,TOP,18,21250,20,446656;223089;223157;224645;223135;3430;3348,,,,216928,,0,0,0,39217,0,0,0,True,False,16,4,0,0,0,0,1,0.2972972972972973,6,6
KR_7760137114,GameComplete,CLASSIC,teambuilder-match-7760137114,1699,15.16.702.7993,True,False,Diana,MIDDLE,17,12709,22,3152;4633;3157;3020;1052;1082;3340,,,,154233,,4697,8238,4697,21737,207,0,0,False,False,5,2,0,0,0,0,1,0.42105263157894735,6,11
KR_7760088661,GameComplete,CHERRY,teambuilder-match-7760088661,1482,15.16.702.7993,True,False,Pyke,TOP,17,14705,13,226693;226694;223005;4017;223814;226701;3348,,,,89073,,0,0,0,30224,0,0,0,False,False,6,0,0,0,0,0,1,0.21621621621621623,6,10
KR_7760034705,GameComplete,CHERRY,teambuilder-match-7760034705,1568,15.16.702.7993,True,False,Kennen,BOTTOM,18,21750,22,223146;223137;447121;223124;223115;223089;3348,,,,251717,,0,0,0,50465,4,0,0,False,False,9,1,1,0,0,0,2,0.189873417721519,9,6
KR_7758657832,GameComplete,CLASSIC,teambuilder-match-7758657832,2032,15.15.701.6241,False,False,Galio,MIDDLE,17,13445,26,3152;4633;2420;3175;1056;4645;3364,,,,193166,,4924,4924,4924,34872,265,0,0,False,False,5,1,0,0,0,0,1,0.6,5,10
KR_7758633074,GameComplete,CLASSIC,teambuilder-match-7758633074,1833,15.15.701.6241,True,False,Galio,MIDDLE,17,12615,23,1058;1082;2420;3158;6664;4633;3364,,,,157530,,3320,4501,3320,29535,248,0,0,False,False,3,1,0,0,0,0,1,0.5555555555555556,4,12
KR_7758558648,GameComplete,CLASSIC,teambuilder-match-7758558648,1267,15.15.701.6241,True,False,Orianna,MIDDLE,14,9301,22,6655;3171;2055;8010;1056;1082;3363,,,,103472,,1415,1415,1415,13182,190,0,0,False,False,4,1,0,0,0,0,1,0.5454545454545454,1,8
KR_7758453111,GameComplete,CLASSIC,teambuilder-match-7758453111,1635,15.15.701.6241,True,False,Annie,MIDDLE,16,11218,20,8010;3118;1026;1082;1011;3158;3363,,,,118533,,3384,5268,3384,16862,186,0,0,False,False,4,0,0,0,0,0,1,0.6153846153846154,5,12
KR_7758370618,GameComplete,CHERRY,teambuilder-match-7758370618,1647,15.15.701.6241,False,False,Khazix,MIDDLE,16,11871,8,223161;223156;447101;223071;447111;223026;3348,,,,125013,,0,0,0,33336,0,0,0,False,False,8,1,1,0,0,0,2,0.21951219512195122,6,1
KR_7758319735,GameComplete,CHERRY,teambuilder-match-7758319735,1438,15.15.701.6241,True,False,Lux,TOP,16,10300,6,4016;223020;447105;224628;3430;226616;3348,,,,61044,,0,0,0,23335,1,0,0,False,False,4,0,0,0,0,0,1,0.13846153846153847,5,5
KR_7758024414,GameComplete,CLASSIC,teambuilder-match-7758024414,949,15.15.701.6241,True,False,Ambessa,NONE,11,5787,13,2031;6692;2055;1028;1054;1001;3340,,,,55785,,0,0,0,10953,127,0,0,False,False,1,0,0,0,0,0,1,0.25,0,3
KR_7757913084,GameComplete,CLASSIC,teambuilder-match-7757913084,1422,15.15.701.6241,True,False,Akali,MIDDLE,16,13625,17,3152;4630;3157;3100;1026;3111;3364,,,,132071,,4858,5032,4858,23658,207,0,0,False,False,12,2,2,0,0,0,2,0.6666666666666666,0,10
KR_7756981029,GameComplete,CHERRY,teambuilder-match-7756981029,1686,15.15.701.6241,False,False,Kassadin,MIDDLE,12,5750,7,447104;3348,,,,11729,,0,0,0,14065,0,0,0,False,False,0,0,0,0,0,0,0,0,6,0
KR_7756905702,GameComplete,CLASSIC,teambuilder-match-7756905702,2065,15.15.701.6241,False,False,Kennen,TOP,17,13986,26,3152;4645;2055;3135;1058;3020;3364,,,,157945,,2975,2975,2975,29986,244,0,0,False,False,6,1,1,0,0,0,2,0.44,7,5
KR_7756849992,GameComplete,CLASSIC,teambuilder-match-7756849992,1929,15.15.701.6241,True,False,Azir,MIDDLE,18,17342,28,1058;3175;3157;6653;3135;3115;3363,,,,230514,,12075,34921,12075,18866,269,1,0,True,False,11,1,0,0,0,0,1,0.7142857142857143,5,9
KR_7756813199,GameComplete,CHERRY,teambuilder-match-7756813199,1211,15.15.701.6241,True,False,Kayn,TOP,17,10260,6,223111;223161;447115;226692;223053;223071;3348,,,,68229,,0,0,0,59418,0,0,0,False,False,8,2,1,0,0,0,2,0.15625,6,2
KR_7756769875,GameComplete,CHERRY,teambuilder-match-7756769875,1465,15.15.701.6241,False,False,Mordekaiser,TOP,14,8250,5,223020;2050;447110;223102;224633;4010;3348,,,,86681,,0,0,0,32709,0,0,0,False,False,3,1,0,0,0,0,1,0.10256410256410256,13,1
KR_7756708881,GameComplete,CLASSIC,teambuilder-match-7756708881,1394,15.15.701.6241,True,False,TwistedFate,MIDDLE,16,13418,27,3100;6657;2421;3094;1056;3171;3363,,,,133241,,5924,5924,5924,20031,204,0,0,False,True,8,1,0,0,0,0,1,0.6,3,10
KR_7756404388,GameComplete,CHERRY,teambuilder-match-7756404388,1641,15.15.701.6241,True,False,LeeSin,BOTTOM,16,11025,9,223161;447112;226610;223071;223053;223158;3348,,,,72507,,0,0,0,39432,1,0,0,False,False,4,0,0,0,0,0,1,0.14473684210526316,4,7
KR_7755234865,GameComplete,CLASSIC,teambuilder-match-7755234865,1742,15.15.701.6241,True,False,Taliyah,MIDDLE,17,13891,29,3171;3157;3041;3040;8010;3363,,,,175834,,4929,5831,4929,25203,208,0,0,False,False,7,0,1,0,0,0,2,0.5454545454545454,6,17
KR_7755183143,GameComplete,CLASSIC,teambuilder-match-7755183143,1906,15.15.701.6241,True,False,Ambessa,MIDDLE,18,20209,29,6692;3071;6333;3026;3111;3161;3340,,,,220287,,11715,14121,11715,34660,233,0,0,False,False,15,2,3,2,0,0,3,0.875,3,6
KR_7755103975,GameComplete,CLASSIC,teambuilder-match-7755103975,998,15.15.701.6241,True,False,Ryze,NONE,12,8267,18,3040;3171;6657;1052;1056;3363,,,,92336,,1730,2783,1730,12918,134,0,0,False,False,9,3,0,0,0,0,1,0.41935483870967744,2,4
KR_7755034842,GameComplete,CLASSIC,teambuilder-match-7755034842,1459,15.15.701.6241,False,False,Vi,JUNGLE,12,7634,21,6610;3078;2422;3364,,,,161803,,755,4464,755,29706,12,0,0,False,False,1,0,0,0,0,0,1,0.3,11,5
KR_7754697599,GameComplete,CHERRY,teambuilder-match-7754697599,1574,15.15.701.6241,False,False,Alistar,MIDDLE,18,17507,9,444637;447109;228001;222504;4010;443056;3348,,,,49388,,0,0,0,52643,0,0,0,True,False,6,0,2,0,0,0,2,0.46153846153846156,5,6
KR_7753951875,GameComplete,CHERRY,teambuilder-match-7753951875,1294,15.15.701.6241,False,False,Smolder,BOTTOM,12,6020,8,447122;3348,,,,14544,,0,0,0,16545,2,0,0,False,False,0,0,0,0,0,0,0,0.029411764705882353,6,1
KR_7753884972,GameComplete,CLASSIC,teambuilder-match-7753884972,1446,15.15.701.6241,True,False,Diana,MIDDLE,15,10970,20,3152;1058;2421;1082;1001;3100;3364,,,,145325,,9293,16881,9293,18920,209,0,0,False,False,4,0,0,0,0,0,1,0.45454545454545453,4,6
KR_7751167276,GameComplete,CLASSIC,teambuilder-match-7751167276,1310,15.15.701.6241,False,False,MonkeyKing,JUNGLE,10,7694,20,1102;3078;2055;6610;1001;3364,,,,117653,,0,6322,0,28009,6,0,1,False,False,5,1,0,0,0,0,1,0.7777777777777778,7,2
KR_7751106598,GameComplete,CLASSIC,teambuilder-match-7751106598,1624,15.15.701.6241,False,False,Galio,MIDDLE,14,9326,22,3152;1082;4633;1056;3111;3364,,,,118390,,1126,1356,1126,29100,204,0,0,False,False,0,0,0,0,0,0,0,0.5333333333333333,7,8
KR_7750967746,GameComplete,CLASSIC,teambuilder-match-7750967746,1852,15.15.701.6241,False,False,Diana,MIDDLE,18,16932,27,3152;3100;3157;3111;3089;4630;3364,,,,216111,,10254,15255,10254,20761,255,0,0,False,True,10,6,0,0,0,0,1,0.6363636363636364,4,4
KR_7750883936,GameComplete,CLASSIC,teambuilder-match-7750883936,958,15.15.701.6241,True,False,Diana,NONE,11,6558,18,3152;2055;2420;1082;1056;3020;3364,,,,76422,,455,455,455,8298,144,0,0,False,False,3,0,0,0,0,0,1,0.25,2,1
KR_7750493529,GameComplete,CHERRY,teambuilder-match-7750493529,1519,15.15.701.6241,True,False,XinZhao,BOTTOM,18,25291,29,443054;223111;223156;223124;3348,,,,82080,,0,0,0,60999,1,0,0,False,False,11,0,0,0,0,0,1,0.2692307692307692,4,10
KR_7748270093,GameComplete,CHERRY,teambuilder-match-7748270093,1550,15.15.701.6241,False,False,Ambessa,JUNGLE,16,10918,7,447111;223111;447112;226692;446691;223053;3348,,,,64737,,0,0,0,31866,1,0,0,False,False,6,2,0,0,0,0,1,0.3023255813953488,6,7
KR_7747667568,GameComplete,CLASSIC,teambuilder-match-7747667568,1576,15.15.701.6241,False,False,Trundle,JUNGLE,13,9988,20,3078;3065;1031;3111;1028;3364,,,,185301,,1397,10110,1397,42909,13,0,0,False,False,4,0,0,0,0,0,1,0.5714285714285714,5,8
KR_7747621306,GameComplete,CLASSIC,teambuilder-match-7747621306,1335,15.15.701.6241,False,False,Trundle,JUNGLE,11,6796,17,3078;2422;1031;1028;1102;3066;3364,,,,102937,,286,2568,286,29960,12,0,0,True,False,1,0,0,0,0,0,1,0.9090909090909091,8,9
KR_7747547817,GameComplete,CLASSIC,teambuilder-match-7747547817,1548,15.15.701.6241,True,False,Annie,MIDDLE,16,10348,24,8010;3118;3020;3147;3108;1082;3364,,,,108144,,1225,1549,1225,12950,215,0,0,False,False,4,0,0,0,0,0,1,0.625,2,11
KR_7747428964,GameComplete,CLASSIC,teambuilder-match-7747428964,1514,15.15.701.6241,True,False,Sylas,MIDDLE,16,13159,18,3152;4629;2421;1082;1056;3171;3364,,,,152451,,8466,8466,8466,24869,242,0,0,True,False,7,1,0,0,0,0,1,0.6551724137931034,4,12
KR_7747215040,GameComplete,CLASSIC,teambuilder-match-7747215040,1065,15.15.701.6241,True,False,Annie,NONE,12,7537,16,3147;3118;3108;1082;1056;3158;3364,,,,69235,,2844,2844,2844,7883,150,0,0,False,True,3,1,0,0,0,0,1,0.75,1,6
KR_7745939077,GameComplete,CLASSIC,teambuilder-match-7745939077,1350,15.15.701.6241,True,False,Sylas,MIDDLE,15,11232,22,3152;3147;3171;3108;1056;3041;3340,,,,101607,,4612,4667,4612,27186,175,0,0,False,True,10,1,2,0,0,0,2,0.4594594594594595,2,7
KR_7745874558,GameComplete,CLASSIC,teambuilder-match-7745874558,1606,15.15.701.6241,False,False,Yone,TOP,15,10274,23,3153;6673;3006;3123;1036;3364,,,,160846,,801,3373,801,27755,231,0,0,False,False,2,0,0,0,0,0,1,0.38461538461538464,5,8
KR_7745796082,GameComplete,CLASSIC,teambuilder-match-7745796082,1738,15.15.701.6241,False,False,Yone,MIDDLE,14,10915,19,3153;3006;1036;6673;1018;3123;3364,,,,139787,,4448,8395,4448,36586,207,0,0,False,True,3,0,0,0,0,0,1,0.4117647058823529,10,4
KR_7745715235,GameComplete,CLASSIC,teambuilder-match-7745715235,1662,15.15.701.6241,True,False,Galio,MIDDLE,16,10537,20,4633;3173;2055;6664;1056;1082;3364,,,,118356,,6336,6665,6336,27518,177,0,0,False,False,1,1,0,0,0,0,1,0.32075471698113206,5,16
